S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Engine Size
171,Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,2.75,1197.0
172,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,63.805,42.5,2143.0
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.39,6.5,1197.0
174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5.0,67.1,19.0,1968.0
175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,13.23,4.45,1598.0
176,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998 CC,112 bhp,5.0,42.12,23.0,1998.0
177,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,10.25,8.35,1396.0
178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,67.1,22.95,1968.0
179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,11.3,1.5,936.0
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,33.36,6.89,1798.0
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,11.685,1.45,1399.0
182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,69.47,33.5,1995.0
183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,11.3,1.25,1598.0
184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,10.15,4.2,1199.0
185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,15.05,6.75,1461.0
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,86.97,32.0,2143.0
187,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78,7.5,1197.0
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,14.255,4.6,1582.0
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,4.04,1086.0
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,18.865,10.31,1997.0
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,120.0,55.76,2179.0
192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,7.65,2.6,1399.0
193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,12.74,8.5,1248.0
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,,,,13.58,2.95,
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.54,3.5,1498.0
196,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,3.55,1197.0
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.54,3.25,1498.0
198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,25.83,4.5,1896.0
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,15.05,5.35,1461.0
200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,10.52,6.5,1493.0
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.98,9.0,1248.0
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,10.25,6.0,1197.0
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5.0,25.83,2.75,1390.0
204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,7.63,1.5,1193.0
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,44.8,19.9,1968.0
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,25.83,10.0,1798.0
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,8.525,3.0,1364.0
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,7.88,2.11,
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,37.03,11.96,1595.0
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54,3.25,1498.0
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,14.255,4.75,1582.0
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,15.05,5.95,1461.0
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,16.06,8.15,1591.0
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,5.51,4.22,998.0
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,49.49,10.5,1796.0
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,53.14,45.0,2967.0
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,2.9,1086.0
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,14.22,8.9,1598.0
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.58,26.0,1798.0
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,10.25,8.22,1197.0
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.54,3.5,1498.0
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,5.51,1.25,998.0
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5.0,9.12,3.7,1461.0
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,49.49,39.41,2143.0
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29,2.65,998.0
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,16.65,8.92,1461.0
227,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,,5.0,7.88,4.1,1248.0
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28,35.67,1998.0
229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,7.65,3.6,1498.0
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5.0,7.63,0.85,1396.0
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5.0,11.3,3.32,1199.0
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,10.15,3.6,1199.0
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,7.88,6.8,1248.0
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,7.65,2.5,1399.0
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74,19.64,2755.0
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7.0,10.25,7.0,2199.0
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.74,3.87,1497.0
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,10.25,6.27,1197.0
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,49.49,18.12,2143.0
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,11.3,2.65,936.0
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,10.25,7.2,1396.0
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,24.01,14.3,2494.0
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,11.27,6.9,1248.0
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,24.01,10.75,2494.0
245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,,5.0,4.55,0.95,1086.0
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,13.58,8.09,1497.0
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,48.18,18.5,1995.0
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,7.45,4.75,1120.0
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,11.11,8.45,1248.0
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,14.22,3.5,1598.0
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,10.25,1.8,1493.0
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,10.15,3.7,1498.0
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,9.6,7.17,1199.0
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,1.75,1086.0
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,27.825,21.99,1995.0
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.52,18.65,2393.0
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,7.88,1.85,796.0
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,7.88,5.95,1197.0
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,7.45,3.75,1197.0
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,7.88,3.75,1248.0
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.07,2.6,1582.0
262,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,,5.0,4.55,1.75,1086.0
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,10.25,2.8,1197.0
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13,61.29,2987.0
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,49.49,18.0,2148.0
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,7.88,4.35,1248.0
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,16.06,13.75,1582.0
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,7.88,2.0,998.0
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,15.05,10.0,1461.0
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,9.075,1.65,1248.0
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,69.59,45.77,2993.0
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,3.25,1197.0
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,24.01,12.8,2494.0
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,7.88,0.55,993.0
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.88,7.15,1248.0
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,18.865,7.0,2179.0
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34,3.75,1248.0
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,11.685,8.5,999.0
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,7.88,4.35,1248.0
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,4.36,3.26,796.0
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,13.58,4.21,1497.0
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,101.96,70.36,2967.0
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,25.83,2.95,1896.0
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,14.255,4.28,1591.0
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,13.58,3.57,1497.0
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,10.25,3.11,1396.0
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,10.25,5.96,1396.0
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,13.23,4.7,1598.0
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.58,6.9,1497.0
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34,5.25,1248.0
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,67.87,28.0,1995.0
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,5.51,1.35,1061.0
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.85,4.85,1199.0
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,10.15,6.7,1896.0
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,3.1,1197.0
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,49.49,18.64,2143.0
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,2.8,1197.0
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4,20.25,2393.0
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,67.1,26.78,1968.0
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,24.01,8.26,2494.0
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,10.15,3.89,1198.0
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,4.36,2.1,998.0
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,16.67,12.69,1497.0
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,7.63,2.58,1405.0
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,67.1,20.77,1968.0
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,41.94,20.26,2143.0
307,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,,5.0,4.55,1.5,1086.0
308,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,,5.0,7.88,2.5,1248.0
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.87,4.25,998.0
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,79.43,57.0,2143.0
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,120.0,44.0,2179.0
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,13.23,3.65,1598.0
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,7.88,2.05,796.0
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.62,3.13,1198.0
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,7.63,1.5,2956.0
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,7.63,2.85,1248.0
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,5.51,2.65,998.0
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,18.865,10.6,2179.0
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5.0,7.63,1.25,1396.0
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,11.27,8.25,1373.0
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,13.58,4.45,2354.0
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,7.88,3.7,1248.0
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,11.685,2.8,1399.0
324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,13.58,1.8,1497.0
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,67.1,21.95,1968.0
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,55.07,49.0,2993.0
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,104.0,62.67,2967.0
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,10.25,5.5,1396.0
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,10.25,2.95,1197.0
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,9.6,6.86,1199.0
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,7.88,6.15,1248.0
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,10.25,3.3,1197.0
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,10.15,2.55,1198.0
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,4.36,1.5,796.0
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,21.085,2.5,1794.0
337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,4.36,1.4,796.0
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,7.63,3.4,1248.0
339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,4.36,2.25,796.0
