Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
Maruti Swift 1.3 VXi,Kolkata,2010,42001,16.1,1622.1462422882782,98.6,4.0,7.88,2.11,False,True,True,False,False,False
Mercedes-Benz B Class B180,Kochi,2014,37245,14.8,1595.0,120.7,5.0,37.03,11.96,False,True,False,False,False,False
Honda Amaze S Diesel,Kolkata,2013,45000,27.4,1498.0,98.6,5.0,8.54,3.25,False,False,True,False,False,False
Hyundai Verna 1.6 SX,Jaipur,2012,117837,22.32,1582.0,126.32,5.0,14.255,4.75,False,False,True,False,True,False
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,20.46,1461.0,83.8,5.0,15.05,5.95,False,False,True,False,False,False
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,15.29,1591.0,121.3,5.0,16.06,8.15,False,True,True,False,True,False
Maruti Wagon R AMT VXI,Mumbai,2016,8500,20.51,998.0,67.0,5.0,5.51,4.22,False,True,False,False,False,False
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,11.74,1796.0,186.0,5.0,49.49,10.5,False,True,False,False,False,False
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,11.8,2967.0,246.7,5.0,53.14,45.0,False,False,False,False,False,False
Hyundai i10 Magna 1.1,Pune,2012,44000,19.81,1086.0,68.05,5.0,10.25,2.9,False,True,True,False,True,False
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,14.3,1598.0,103.52,5.0,14.22,8.9,False,True,False,False,False,False
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,14.67,1798.0,177.46,5.0,33.58,26.0,False,True,False,False,False,False
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,17.19,1197.0,81.86,5.0,10.25,8.22,False,True,True,False,False,False
Honda Amaze VX i-DTEC,Kolkata,2014,64000,25.8,1498.0,98.6,5.0,8.54,3.5,False,False,True,False,True,False
Maruti Wagon R LXI,Chennai,2004,61000,18.9,998.0,67.1,5.0,5.51,1.25,False,True,True,False,True,False
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,21.03,1461.0,65.0,5.0,9.12,3.7,False,False,True,False,False,False
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,19.27,2143.0,167.62,5.0,49.49,39.41,False,False,False,False,False,False
Maruti Wagon R VXI,Kolkata,2013,32000,22.5,998.0,67.04,5.0,5.29,2.65,False,True,True,False,False,False
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,19.01,1461.0,108.5,5.0,16.65,8.92,False,False,True,False,True,False
Maruti Swift VDI BSIV,Delhi,2013,47000,17.8,1248.0,98.6,5.0,7.88,4.1,False,False,True,False,False,False
Mini Cooper Convertible S,Kochi,2017,26327,16.82,1998.0,189.08,4.0,44.28,35.67,False,True,False,False,False,False
Ford Figo Diesel,Bangalore,2015,70436,0.0,1498.0,99.0,4.0,7.65,3.6,False,False,True,False,False,False
Tata Indica V2 DLS BSII,Jaipur,2007,200000,17.2,1396.0,53.5,5.0,7.63,0.85,False,False,True,False,True,False
Chevrolet Beat LT,Kochi,2016,60813,18.6,1199.0,76.8,5.0,11.3,3.32,False,True,True,False,True,False
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,22.07,1199.0,73.9,5.0,10.15,3.6,False,False,True,False,False,False
Maruti Swift ZDi,Hyderabad,2016,64000,22.9,1248.0,74.0,5.0,7.88,6.8,False,False,True,False,False,False
Ford Figo Diesel EXI,Kolkata,2012,41284,20.0,1399.0,68.05,5.0,7.65,2.5,False,False,True,False,False,False
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,11.36,2755.0,171.5,7.0,20.74,19.64,False,False,False,False,False,False
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,11.72,2199.0,194.3,7.0,10.25,7.0,False,False,False,False,True,False
Honda City i-VTEC V,Kolkata,2011,32572,17.4,1497.0,117.3,5.0,11.74,3.87,False,True,True,False,False,False
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,18.6,1197.0,81.83,5.0,10.25,6.27,False,True,True,False,False,False
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,19.27,2143.0,167.62,5.0,49.49,18.12,False,False,False,False,False,False
Chevrolet Beat Diesel LT,Mumbai,2013,74000,25.44,936.0,57.6,5.0,11.3,2.65,False,False,True,False,False,False
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,22.54,1396.0,88.73,5.0,10.25,7.2,False,False,True,False,False,False
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,12.99,2494.0,100.6,7.0,24.01,14.3,False,False,True,False,False,False
Maruti Ertiga VDI,Chennai,2013,52000,20.77,1248.0,88.76,7.0,11.27,6.9,False,False,True,False,False,False
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,12.8,2494.0,102.0,7.0,24.01,10.75,False,False,True,False,False,False
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,17.0,1086.0,98.6,5.0,4.55,0.95,False,True,True,False,False,True
Honda City i VTEC V,Kochi,2016,33915,17.8,1497.0,117.3,5.0,13.58,8.09,False,True,True,False,False,False
BMW X1 sDrive20d,Ahmedabad,2014,82002,17.05,1995.0,184.0,5.0,48.18,18.5,False,False,False,False,False,False
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,24.0,1120.0,70.0,5.0,7.45,4.75,False,False,True,False,False,False
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,28.09,1248.0,88.5,5.0,11.11,8.45,False,False,True,False,False,False
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,20.5,1598.0,103.6,5.0,14.22,3.5,False,False,True,False,False,False
Hyundai Accent CRDi,Kochi,2006,160538,13.1,1493.0,82.0,5.0,10.25,1.8,False,False,True,False,False,False
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,19.91,1498.0,103.6,5.0,10.15,3.7,False,False,True,False,True,False
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,18.7,1199.0,88.7,5.0,9.6,7.17,False,True,True,False,False,False
Hyundai i10 Era,Jaipur,2010,83000,19.81,1086.0,68.05,5.0,10.25,1.75,False,True,True,False,False,False
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,16.38,1995.0,183.0,5.0,27.825,21.99,False,False,False,False,False,False
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,13.68,2393.0,147.8,7.0,25.52,18.65,False,False,True,False,False,False
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,19.7,796.0,35.0,5.0,7.88,1.85,False,True,True,False,False,True
Maruti Swift VXI BSIV,Coimbatore,2017,27872,20.4,1197.0,81.8,5.0,7.88,5.95,False,True,True,False,True,False
Hyundai Grand i10 Magna,Mumbai,2014,16514,18.9,1197.0,82.0,5.0,7.45,3.75,False,True,True,False,False,False
Maruti Swift VDI,Pune,2012,120000,22.9,1248.0,74.0,5.0,7.88,3.75,False,False,True,False,False,False
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,22.0,1582.0,126.2,5.0,14.07,2.6,False,False,True,False,False,False
Hyundai Santro Xing XL,Hyderabad,2006,99000,0.0,1086.0,98.6,5.0,4.55,1.75,False,True,True,False,False,False
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,17.0,1197.0,80.0,5.0,10.25,2.8,False,True,True,False,False,False
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,11.57,2987.0,254.79,5.0,95.13,61.29,False,False,False,False,False,False
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,15.8,2148.0,170.0,5.0,49.49,18.0,False,False,True,False,True,False
Maruti Ritz ZDi,Hyderabad,2014,88500,23.2,1248.0,73.94,5.0,7.88,4.35,False,False,True,False,False,False
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,19.67,1582.0,126.2,5.0,16.06,13.75,False,False,True,False,False,False
Maruti A-Star Vxi,Pune,2010,67000,19.0,998.0,66.1,5.0,7.88,2.0,False,True,True,False,False,False
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,19.64,1461.0,108.45,5.0,15.05,10.0,False,False,True,False,False,False
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,17.8,1248.0,76.0,5.0,9.075,1.65,False,False,True,False,False,False
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,16.55,2993.0,258.0,5.0,69.59,45.77,False,False,False,False,False,False
Hyundai i10 Sportz,Bangalore,2010,36000,20.36,1197.0,78.9,5.0,10.25,3.25,False,True,True,False,True,False
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,12.8,2494.0,102.0,7.0,24.01,12.8,False,False,True,False,False,False
Maruti Zen VXI BSII,Mumbai,2002,60000,17.3,993.0,60.0,5.0,7.88,0.55,False,True,True,False,False,True
Maruti Swift VDI,Hyderabad,2018,31025,28.4,1248.0,74.0,5.0,7.88,7.15,False,False,True,False,False,False
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,12.05,2179.0,120.0,8.0,18.865,7.0,False,False,True,False,True,False
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,22.95,1248.0,74.0,5.0,8.34,3.75,False,False,True,False,False,False
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,18.88,999.0,123.24,5.0,11.685,8.5,False,True,True,False,False,False
Maruti Swift Dzire ZDI,Jaipur,2012,73000,23.4,1248.0,74.0,5.0,7.88,4.35,False,False,True,False,False,False
Maruti Alto 800 LXI,Kochi,2016,32227,22.74,796.0,47.3,5.0,4.36,3.26,False,True,True,False,False,False
Honda City 1.5 S MT,Jaipur,2011,55000,17.0,1497.0,118.0,5.0,13.58,4.21,False,True,True,False,False,False
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,12.07,2967.0,241.4,7.0,101.96,70.36,False,False,False,False,False,False
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,17.0,1896.0,105.0,5.0,25.83,2.95,False,False,False,False,True,False
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,17.1,1591.0,121.3,5.0,14.255,4.28,False,True,True,False,False,False
Honda City 1.5 V AT,Jaipur,2009,78442,16.8,1497.0,118.0,5.0,13.58,3.57,False,True,False,False,False,False
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,21.9,1396.0,88.8,5.0,10.25,3.11,False,False,True,False,False,False
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,15.0,1396.0,98.6,5.0,10.25,5.96,False,True,False,False,False,False
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,20.54,1598.0,103.6,5.0,13.23,4.7,False,False,True,False,False,False
Honda City i VTEC VX,Ahmedabad,2014,49000,17.4,1497.0,117.3,5.0,13.58,6.9,False,True,True,False,False,False
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,22.95,1248.0,74.0,5.0,8.34,5.25,False,False,True,False,False,False
BMW 5 Series 2003-2012 520d,Pune,2015,64000,18.48,1995.0,177.0,5.0,67.87,28.0,False,False,False,False,False,False
Maruti Wagon R LXI Minor,Delhi,2009,60000,18.9,1061.0,67.0,5.0,5.51,1.35,False,True,True,False,False,False
Honda Jazz VX,Delhi,2015,62178,18.2,1199.0,88.7,5.0,8.85,4.85,False,True,True,False,False,False
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,15.0,1896.0,105.0,5.0,10.15,6.7,False,False,True,False,False,False
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,20.36,1197.0,78.9,5.0,10.25,3.1,False,True,True,False,False,False
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,19.27,2143.0,170.0,5.0,49.49,18.64,False,False,False,False,False,False
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,20.36,1197.0,78.9,5.0,10.25,2.8,False,True,True,False,False,False
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,13.68,2393.0,147.8,7.0,25.4,20.25,False,False,True,False,False,False
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,17.68,1968.0,174.33,5.0,67.1,26.78,False,False,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,12.99,2494.0,100.6,7.0,24.01,8.26,False,False,True,False,True,False
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,16.47,1198.0,73.9,5.0,10.15,3.89,False,True,True,False,False,False
Maruti Alto K10 LXI,Hyderabad,2011,70000,20.92,998.0,67.1,5.0,4.36,2.1,False,True,True,False,False,False
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,18.0,1497.0,117.3,5.0,16.67,12.69,False,True,False,False,False,False
Tata Indigo LX,Coimbatore,2013,59138,17.0,1405.0,70.0,5.0,7.63,2.58,False,False,True,False,False,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,17.68,1968.0,174.33,5.0,67.1,20.77,False,False,False,False,False,False
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,17.9,2143.0,136.0,5.0,41.94,20.26,False,False,False,False,False,False
Hyundai Santro Xing XL,Chennai,2006,58000,0.0,1086.0,98.6,5.0,4.55,1.5,False,True,True,False,True,False
Maruti Swift VDI BSIV,Kolkata,2011,60020,17.8,1248.0,98.6,5.0,7.88,2.5,False,False,True,False,False,False
Maruti Celerio VXI AT,Hyderabad,2014,77815,23.1,998.0,67.04,5.0,5.87,4.25,False,True,False,False,False,False
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,17.9,2143.0,201.15,5.0,79.43,57.0,False,False,False,False,False,False
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,12.7,2179.0,187.7,5.0,120.0,44.0,False,False,False,False,False,False
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,20.54,1598.0,103.6,5.0,13.23,3.65,False,False,True,False,False,False
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,14.0,796.0,35.0,5.0,7.88,2.05,False,True,True,False,False,False
Honda Brio 1.2 VX MT,Kochi,2012,91931,18.5,1198.0,86.8,5.0,6.62,3.13,False,True,True,False,False,False
Tata Sumo Delux,Hyderabad,2000,158000,14.07,2956.0,83.1,7.0,7.63,1.5,False,False,True,False,True,False
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,18.0,1248.0,75.0,5.0,7.63,2.85,False,False,True,False,False,False
Maruti Wagon R LXI BS IV,Delhi,2012,65000,18.9,998.0,67.1,5.0,5.51,2.65,False,True,True,False,False,False
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,16.0,2179.0,140.0,7.0,18.865,10.6,False,False,True,False,False,False
Tata Indigo LS Dicor,Pune,2008,138000,17.1,1396.0,70.0,5.0,7.63,1.25,False,False,True,False,True,False
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,16.02,1373.0,93.7,7.0,11.27,8.25,False,True,True,False,False,False
Honda Accord 2.4 A/T,Mumbai,2011,60000,11.7,2354.0,177.6,5.0,13.58,4.45,False,True,False,False,False,False
Maruti Swift Dzire VDi,Kolkata,2012,48000,19.3,1248.0,73.9,5.0,7.88,3.7,False,False,True,False,False,False
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,17.8,1399.0,68.0,5.0,11.685,2.8,False,False,True,False,False,False
Honda City ZX GXi,Kolkata,2008,40000,17.7,1497.0,78.0,5.0,13.58,1.8,False,True,True,False,False,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,17.68,1968.0,174.33,5.0,67.1,21.95,False,False,False,False,False,False
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,9.52,2993.0,313.0,4.0,55.07,49.0,False,False,False,False,False,False
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,14.75,2967.0,245.0,7.0,104.0,62.67,False,False,False,False,False,False
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,23.0,1396.0,90.0,5.0,10.25,5.5,False,False,True,False,False,False
Hyundai i10 Sportz AT,Bangalore,2009,37000,16.95,1197.0,78.9,5.0,10.25,2.95,False,True,False,False,False,True
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,19.0,1199.0,88.7,5.0,9.6,6.86,False,True,False,False,False,False
Maruti Swift VDI BSIV,Hyderabad,2015,76496,25.2,1248.0,74.0,5.0,7.88,6.15,False,False,True,False,False,False
Hyundai i20 Asta 1.2,Pune,2011,79152,18.5,1197.0,82.85,5.0,10.25,3.3,False,True,True,False,True,False
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,16.47,1198.0,73.9,5.0,10.15,2.55,False,True,True,False,False,False
Maruti Alto LXi,Ahmedabad,2009,35000,19.7,796.0,46.3,5.0,4.36,1.5,False,True,True,False,False,False
Toyota Corolla H4,Chennai,2004,105000,11.3,1794.0,125.0,5.0,21.085,2.5,False,True,False,False,True,False
Maruti Alto LXi,Chennai,2006,56000,19.7,796.0,46.3,5.0,4.36,1.4,False,True,True,False,True,False
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,21.12,1248.0,88.8,5.0,7.63,3.4,False,False,True,False,False,False
Maruti Alto LXi,Pune,2012,38000,19.7,796.0,46.3,5.0,4.36,2.25,False,True,True,False,False,False
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,19.3,1968.0,141.0,5.0,25.83,7.5,False,False,False,False,False,False
Toyota Corolla H4,Kolkata,2008,80000,11.3,1794.0,125.0,5.0,21.085,2.8,False,True,False,False,False,False
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,18.6,1197.0,81.83,5.0,10.25,7.66,False,True,True,False,False,False
Maruti Vitara Brezza LDi,Chennai,2016,45000,24.3,1248.0,88.5,5.0,9.12,7.15,False,False,True,False,False,False
Honda City 1.5 V MT,Delhi,2010,87430,17.0,1497.0,118.0,5.0,13.58,3.5,False,True,True,False,False,False
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,18.0,1248.0,75.0,5.0,7.63,3.5,False,False,True,False,True,False
Honda Amaze S i-Dtech,Kolkata,2013,57000,25.8,1498.0,98.6,5.0,8.54,3.45,False,False,True,False,False,False
Hyundai EON D Lite Plus,Coimbatore,2016,27904,21.1,814.0,55.2,5.0,10.25,3.55,False,True,True,False,False,False
BMW 3 Series Luxury Line,Kochi,2015,30717,21.76,1995.0,190.0,5.0,58.67,25.99,False,False,False,False,True,False
Hyundai Verna 1.6 SX,Bangalore,2012,80000,22.32,1582.0,126.32,5.0,14.255,5.25,False,False,True,False,False,False
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,21.02,1248.0,88.8,5.0,7.63,2.9,False,False,True,False,False,False
Skoda Octavia RS,Jaipur,2005,100000,14.45,1984.0,227.0,5.0,28.37,2.05,False,True,False,False,False,False
Maruti Alto K10 VXI,Pune,2017,30000,24.07,998.0,67.1,5.0,4.48,3.75,False,True,True,False,False,False
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,22.7,1498.0,89.84,5.0,11.685,6.75,False,False,True,False,False,False
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,18.0,995.0,62.0,5.0,11.3,0.95,False,True,True,False,True,False
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,19.33,1999.0,177.0,5.0,72.64,52.0,False,False,False,False,False,False
Honda CR-V RVi MT,Jaipur,2007,119000,13.1,1997.0,141.1,5.0,33.51,3.91,False,True,True,False,False,True
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,14.67,1798.0,177.46,5.0,36.15,27.3,False,True,False,False,False,False
Hyundai i10 Magna 1.2,Chennai,2009,620000,20.36,1197.0,78.9,5.0,10.25,2.7,False,True,True,False,False,False
Maruti Swift LDI,Delhi,2013,70000,22.9,1248.0,74.0,5.0,7.88,3.5,False,False,True,False,False,False
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,18.5,1197.0,83.14,5.0,7.88,6.2,False,True,False,False,False,False
Nissan Micra Diesel XV,Chennai,2011,83000,23.08,1461.0,63.1,5.0,9.47,2.75,False,False,True,False,False,False
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,23.4,1248.0,74.0,5.0,7.88,3.25,False,False,True,False,False,False
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,17.8,1399.0,67.0,5.0,11.685,3.25,False,False,True,False,False,False
Maruti Zen LX,Kolkata,2003,65000,17.3,993.0,60.0,5.0,7.88,0.65,False,True,True,False,False,False
Mini Clubman Cooper S,Pune,2017,8350,13.8,1998.0,192.0,5.0,44.59,35.0,False,True,True,False,False,False
Toyota Etios GD,Kolkata,2014,45000,23.59,1364.0,67.05,5.0,8.525,3.25,False,False,True,False,False,False
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,24.7,796.0,47.3,5.0,4.36,2.9,False,True,True,False,False,False
Maruti Alto VXi,Bangalore,2011,11000,18.9,796.0,47.0,5.0,4.36,2.9,False,True,True,False,False,True
BMW X5 3.0d,Bangalore,2009,90000,11.0,2993.0,235.0,5.0,55.07,17.75,False,False,False,False,True,False
Nissan Teana XV,Mumbai,2015,74000,11.07,2496.0,179.5,5.0,11.33,8.25,False,True,False,False,True,False
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,18.9,1197.0,82.0,5.0,7.45,5.77,False,True,False,False,False,False
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,24.3,1248.0,88.5,5.0,12.0,9.49,False,False,True,False,False,False
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,12.07,2967.0,241.4,7.0,101.96,12.95,False,False,False,False,False,True
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,17.9,2143.0,136.0,5.0,41.94,20.0,False,False,False,False,False,False
Maruti 800 AC,Chennai,2007,72000,16.1,796.0,37.0,4.0,7.88,1.0,False,True,True,False,False,True
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,20.45,1461.0,83.8,5.0,15.05,7.1,False,False,True,False,True,False
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,21.43,1364.0,87.2,5.0,21.085,16.5,False,False,True,False,False,False
Mercedes-Benz New C-Class 220,Chennai,2014,25000,15.8,2148.0,170.0,5.0,49.49,26.0,False,False,True,False,False,False
Maruti Ritz VDi,Hyderabad,2010,68000,21.1,1248.0,73.9,5.0,7.88,3.2,False,False,True,False,True,False
Honda BRV i-VTEC V CVT,Kochi,2017,35676,16.0,1497.0,117.3,7.0,14.65,9.48,False,True,False,False,False,False
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,24.4,1120.0,71.0,5.0,8.23,4.0,False,False,True,False,False,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,14.21,2143.0,203.0,5.0,86.97,26.5,False,False,False,False,False,False
Mercedes-Benz B Class B180,Kochi,2014,41380,14.8,1595.0,120.7,5.0,37.03,11.77,False,True,False,False,True,False
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,15.0,2143.0,204.0,5.0,86.97,37.0,False,False,False,False,False,False
Honda City i VTEC VX Option,Mumbai,2016,28000,17.8,1497.0,117.3,5.0,13.58,8.75,False,True,True,False,False,False
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,17.0,1086.0,98.6,5.0,4.55,1.95,False,True,True,False,False,False
Honda City 1.5 S MT,Chennai,2011,93982,17.0,1497.0,118.0,5.0,13.58,3.75,False,True,True,False,False,False
Hyundai Verna Transform VTVT,Pune,2010,95000,16.2,1599.0,103.2,5.0,14.255,2.5,False,True,True,False,False,False
Jaguar XE Portfolio,Mumbai,2017,9000,13.5,1999.0,246.74,5.0,53.72,34.5,False,True,False,False,False,False
Honda Amaze S i-Vtech,Delhi,2015,52516,18.0,1198.0,86.7,5.0,8.54,4.65,False,True,True,False,False,False
Mini Cooper Convertible 1.6,Bangalore,2015,20000,18.86,1598.0,122.0,4.0,42.12,32.0,False,True,False,False,False,False
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,13.5,2987.0,282.0,5.0,49.49,62.81,False,False,False,False,False,False
Hyundai EON Magna Plus,Chennai,2014,37000,21.1,814.0,55.2,5.0,10.25,3.25,False,True,True,False,False,False
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,20.51,998.0,67.04,5.0,5.51,3.1,False,True,True,False,False,False
Maruti Ritz LDi,Coimbatore,2011,90207,21.1,1248.0,73.9,5.0,7.88,3.91,False,False,True,False,False,False
BMW 3 Series 320d Sedan,Chennai,2011,89616,16.07,1995.0,181.0,5.0,54.43,11.0,False,False,False,False,False,False
Tata Xenon XT EX 4X2,Pune,2014,85000,13.49,2179.0,138.03,5.0,7.63,3.5,False,False,True,False,False,False
Audi A3 35 TDI Attraction,Chennai,2014,79271,20.38,1968.0,143.0,5.0,42.89,16.5,False,False,False,False,False,False
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,12.7,2179.0,187.7,5.0,120.0,30.0,False,False,False,False,False,False
